factor,prototype,forward_window,label_edge,ordinary_mean,ordinary_p05,ordinary_p50,ordinary_p95,ordinary_positive_rate,monthly_mean,monthly_p05,monthly_p50,monthly_p95,monthly_positive_rate,symbol_mean,symbol_p05,symbol_p50,symbol_p95,symbol_positive_rate,bootstrap_status
atr_pct_rank,P4_BREAKOUT_TOP20,60m,-0.006343077771649219,-0.006221827009442595,-0.05405818258683956,-0.006553653369691104,0.042381225242613334,0.4094,-0.008135433342244671,-0.05609280818000231,-0.008374007634917635,0.040367522050708246,0.392,-0.005556110571765731,-0.039030484757621164,-0.006343077771649219,0.027075351213282195,0.3758,event_sample_fragile
volatility_ratio_short_long,P4_BREAKOUT_TOP20,60m,0.06145431145431146,0.062033317324043866,0.014862003818038844,0.06187753088842013,0.1107880178061655,0.9852,0.06101618649073815,0.016223371792862824,0.06127770977832181,0.10522819875426619,0.9866,0.0595212363176699,0.04217591664996989,0.06072974644403217,0.0717022441160372,0.9954,robust_path_safety_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,60m,0.04789483360911928,0.047365806704922124,0.0010023262492742829,0.0473290345220862,0.0945239760198112,0.9528,0.04790661261964001,-0.003195397116024018,0.04855617818130231,0.09677419354838712,0.9386,0.04539132983178719,0.009426057813154531,0.04789483360911928,0.07218202109659078,0.9788,robust_path_safety_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,60m,-0.05377826806398234,-0.05357937996470116,-0.102219943863552,-0.05314524135012855,-0.006898844521312649,0.0304,-0.05404084182501377,-0.09253473071863176,-0.05379824880864037,-0.014971752586076364,0.0122,-0.06237505061555297,-0.10628415300546445,-0.06541950113378692,-0.026656067832538377,0.0,event_sample_fragile
prior_15m_range_pct,P4_BREAKOUT_TOP20,60m,-0.05382423239566092,-0.053981063658083486,-0.0996110989995882,-0.053410353530697785,-0.008928270803270777,0.0246,-0.05492276120145557,-0.09536161840222432,-0.05455752669316494,-0.015555609871757073,0.01,-0.05979095539508645,-0.09172077922077926,-0.05916666666666659,-0.03146853146853146,0.0,event_sample_fragile
prior_30m_range_pct,P4_BREAKOUT_TOP20,60m,-0.040310718882147434,-0.040664541205620706,-0.08377317412233494,-0.03996295919765558,0.0024486848536661963,0.0596,-0.04010523601820181,-0.076400155360079,-0.03999062353492733,-0.0036843799094392385,0.0326,-0.04713792265674386,-0.0916568742655699,-0.04757818459191454,-0.021906693711967518,0.0,event_sample_fragile
prior_5m_return,P4_BREAKOUT_TOP20,60m,-0.07404853833425262,-0.07382690257371928,-0.12345177827265055,-0.0737086088807612,-0.024098372425954997,0.0064,-0.0737934729037746,-0.1167831997079091,-0.07433267827920326,-0.029515660170501466,0.0034,-0.07762490500405653,-0.1296653796653796,-0.07404853833425262,-0.038430223090701876,0.0,event_sample_fragile
prior_15m_return,P4_BREAKOUT_TOP20,60m,-0.05377826806398234,-0.05384774215785929,-0.10227985068987927,-0.05377015359672144,-0.005817872313843066,0.0318,-0.05279689775957722,-0.10093707673653567,-0.05331417947936651,-0.0026900428330486766,0.043,-0.05794782026009166,-0.08552317247969421,-0.055223880597014885,-0.041987829614604455,0.0,event_sample_fragile
prior_30m_return,P4_BREAKOUT_TOP20,60m,-0.046975546975546956,-0.04761988047785205,-0.096983465508281,-0.04723689144908738,-0.001068887324023336,0.0468,-0.04548926510498736,-0.08805667494753884,-0.04616250866250865,4.446420631409398e-06,0.05,-0.05391296065041422,-0.11773326819736196,-0.046975546975546956,-0.018045624787197845,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,60m,0.06145431145431146,0.06119184515624324,0.01483276018800649,0.06098700783036698,0.10859783573813035,0.9844,0.06061659967962406,0.017919151035093055,0.060929589643402615,0.10336653766887503,0.9888,0.058491998204542844,0.02911725955204214,0.06081468732071138,0.08225108225108224,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,60m,0.02077587791873503,0.02048818280675416,-0.026441877172301797,0.020802460779606458,0.06774665965468987,0.758,0.021086135414412416,-0.028328535268510605,0.02190555573609998,0.06829077876126127,0.7674,0.02194294062265297,-0.0035124692658938805,0.02077587791873503,0.0491803278688524,0.8796,robust_path_safety_candidate
breakout_score_quantile,P4_BREAKOUT_TOP20,60m,0.03442728442728438,0.03483802220781241,-0.0161372903919904,0.03433332388470428,0.08617278396711567,0.867,0.03443144270067286,-0.009221125080969644,0.03474808373528776,0.07705577377092791,0.9042,0.035659677828345115,0.014959723820483384,0.03442728442728438,0.057552954292084735,1.0,robust_path_safety_candidate
momentum_score_quantile,P4_BREAKOUT_TOP20,60m,0.013927192498621066,0.013815782577367031,-0.027907582642044213,0.013192122234675419,0.05705111079306018,0.6918,0.0139355076631141,-0.025099382319717284,0.01385571986012274,0.05274254315665351,0.716,0.014818592181841792,-0.03169371196754567,0.013927192498621066,0.050000000000000044,0.7384,event_sample_fragile
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.029367212189824937,-0.055984736512309806,-0.028901734104046284,-0.005611222208624353,0.02,-0.028888184760121588,-0.04993002635601938,-0.02887075490990726,-0.007164805253553511,0.0148,-0.029412889716118003,-0.06153846153846154,-0.029205366357069162,0.009793388429752081,0.0748,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011833505331957372,0.011723235118458809,-0.011363636363636354,0.011643466362501187,0.03567460317460321,0.792,0.01196215871048534,-0.013328663516352651,0.011048488953804225,0.04060932385352074,0.7642,0.009540578156673361,-0.012676886792452824,0.011663807890223032,0.026755852842809347,0.8388,robust_path_safety_candidate
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.005779153766769962,-0.005776462279983626,-0.027939220231882788,-0.005681818181818232,0.015449347730588026,0.321,-0.006347719983776112,-0.03105590062111796,-0.00649350649350644,0.0200106508258682,0.3266,-0.007036924923515857,-0.017335473515248778,-0.005779153766769962,0.00227245182402136,0.1268,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.00013922728854853794,0.00015216115060952254,-0.027842334219452845,0.00031328320802004317,0.026617209984594718,0.5108,0.000509380720157708,-0.027912669831231283,0.0004901229039160349,0.029235788517038456,0.5114,0.0010844683378906418,-0.015297906602254496,0.00013922728854853794,0.017574186113512025,0.559,event_sample_fragile
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,6.879944960436202e-05,-1.4557561821888875e-05,-0.019076457937171516,0.0,0.019097688939532724,0.4844,3.2902534459e-05,-0.020270270270270285,0.0,0.01951232294947731,0.4972,0.0003583710675065267,-0.015913978494623615,6.879944960436202e-05,0.01781874039938558,0.5586,event_sample_fragile
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.029034855349358735,-0.05551296007814108,-0.028735632183908066,-0.004894421776605657,0.026,-0.029998291089141746,-0.05625116637955787,-0.029393727413041526,-0.0056230397978137715,0.0198,-0.033124208376519665,-0.061118271041935235,-0.029205366357069162,-0.020279693919861286,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.02335741314069495,-0.023364333431282518,-0.047905378432324584,-0.022981407023760836,-0.0004800409028934589,0.0384,-0.02361678603339751,-0.0461538461538461,-0.02317678272160134,-0.0023668413207462266,0.0294,-0.0260098951901955,-0.04108818011257043,-0.024271844660194164,-0.012772701845981782,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.02335741314069495,-0.02347410186406372,-0.048407010706674476,-0.022857142857142854,-0.00047001224456233757,0.0412,-0.024095869417169586,-0.04686300666576891,-0.02380952380952378,-0.0028274048865226634,0.026,-0.026742296823473406,-0.04705882352941182,-0.02409638554216864,-0.014865857497638912,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.029205366357069162,-0.029281589885116813,-0.05574037110963259,-0.028657607755916692,-0.005180648333532609,0.0234,-0.029699479469802725,-0.054797227526138845,-0.0292397660818714,-0.006198336208306329,0.0156,-0.030164222871975125,-0.050000000000000044,-0.029205366357069162,-0.016541011308982223,0.0,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.023323013415892713,-0.023166438268823433,-0.05056285530262301,-0.022876727355984117,0.0023711183071904686,0.0698,-0.022906889791959602,-0.04972429545864969,-0.02243757434287602,0.003492072818707749,0.0808,-0.02564242064954766,-0.03619909502262442,-0.02456709956709957,-0.01991527754855038,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.023323013415892713,-0.02353609634037864,-0.05113638553161675,-0.023266304667108717,0.002489616321155992,0.0706,-0.023612327738782062,-0.049384056695943035,-0.02379339667985364,0.003060011628764492,0.0704,-0.024059574642952514,-0.03149606299212604,-0.024399804017638416,-0.019139700078926625,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.04705882352941182,0.04664216419014601,0.022346368715083775,0.04571428571428571,0.07500722543352599,1.0,0.04712780750321701,0.022727272727272707,0.04657187612965419,0.07361963190184051,0.9996,0.0457509367645315,0.015151515151515138,0.04705882352941182,0.07317073170731703,0.998,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011833505331957372,0.011903318155955587,-0.011173213527300552,0.01162526809596437,0.03636423761423763,0.7928,0.012046937914663308,-0.011298682932185144,0.01187670767341159,0.035401624014630574,0.8038,0.012099392500865013,-0.0004938271604938427,0.011833505331957372,0.03412300975860305,0.8618,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,-0.005710354317165489,-0.005606730625423333,-0.0343840235099415,-0.0056758143641492675,0.02230915686852345,0.3774,-0.0051583688018200305,-0.03424219360980432,-0.005475149723475958,0.024020053277081357,0.3788,-0.003593056579824768,-0.03117053103964107,-0.005710354317165489,0.03367600141793692,0.3258,event_sample_fragile
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,1m,0.011799105607155136,0.01186309875082957,-0.00620536073212033,0.01152708697405569,0.032250743646255534,0.8408,0.011865043180568885,-0.005699817865561385,0.011615067268306856,0.030874545849411583,0.8568,0.011943699738628076,-0.010309278350515427,0.011799105607155136,0.034682080924855474,0.8172,robust_path_safety_candidate
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.03491572067423465,-0.03492902824441186,-0.07253790171692712,-0.034387315930070494,0.0020788163931876966,0.0606,-0.034864583822216653,-0.06436720422731375,-0.03465608465608461,-0.005230718634500635,0.0246,-0.036697885228325414,-0.08200734394124842,-0.03491572067423465,0.013057851239669405,0.079,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.011455108359133215,-0.011749223102581842,-0.04934906273810522,-0.012062916009809077,0.026310243197461065,0.2992,-0.011588135403931808,-0.05178892713616957,-0.011562030447081206,0.028678610854733312,0.3128,-0.008414734323447519,-0.026613796306219406,-0.010150375939849576,0.010760613207547176,0.3248,event_sample_fragile
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.011455108359133215,-0.011619833616453265,-0.049606795055755645,-0.01154336999604294,0.025162851389117214,0.3082,-0.012509395559101211,-0.05434885087311783,-0.012105402216394445,0.02816950635852848,0.3076,-0.011783982658251205,-0.03051865907653384,-0.011455108359133215,0.0023224544676689884,0.1352,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.0593108249216846,0.05920972338998211,0.020555022945729785,0.05864206957141033,0.09920727205610935,0.9948,0.05857628203238691,0.02137077282747131,0.058707762845274236,0.09665037710791502,0.9966,0.06150821451514035,0.021340426189960793,0.0593108249216846,0.10178008407777195,0.9972,robust_path_safety_candidate
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.02958376332989332,0.02933209214175757,-0.006567539109791714,0.02909947322831058,0.06629772454156008,0.9068,0.028737404376808086,-0.011354748540030546,0.029324270900864036,0.06680123152301531,0.8758,0.029512909589485582,0.0016233766233766378,0.02958376332989332,0.0619423251002198,0.993,robust_path_safety_candidate
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.07007223942208463,-0.07046553053191235,-0.11036314528213406,-0.0695374800637959,-0.03223972229529136,0.0006,-0.07043283647049611,-0.10764866742633544,-0.07021838923064644,-0.03430100046523153,0.0002,-0.07441918026723918,-0.09936034115138592,-0.07192118226600985,-0.0601291364003228,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.07007223942208463,-0.07011857858952535,-0.11100996575945452,-0.06990465829924958,-0.03152763192384405,0.0006,-0.0701020478956049,-0.10440961570480578,-0.06978392164056968,-0.03703121416369146,0.0004,-0.07491601378671085,-0.09562818336162993,-0.07354797979797978,-0.06384180790960448,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.05837633298933609,-0.057634214806662726,-0.09659090909090906,-0.056935958869921144,-0.021641800331497613,0.0026,-0.05825235172426094,-0.09404785906298002,-0.05760285451334979,-0.024185525751014274,0.0022,-0.06433181339885112,-0.09134826526130879,-0.06009950248756213,-0.05004121040857179,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.04072927416580674,-0.0415083196520706,-0.08253313826031626,-0.04126792927256301,-0.0011555290023132698,0.0456,-0.04153784986035734,-0.08450437569119186,-0.04000298552022691,-0.0031636721603659794,0.0364,-0.04238674343275869,-0.07629107981220662,-0.04072927416580674,-0.012803762738437419,0.0042,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.0524595803233574,-0.05243423600837375,-0.09217194531596919,-0.052484790473914744,-0.01261763155963002,0.0132,-0.052436256651410454,-0.09147463096831399,-0.05174949837836179,-0.015303802182101178,0.0078,-0.05665495630208314,-0.07420814479638016,-0.054087887421220726,-0.04687959964674704,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,-0.05239078087375304,-0.05230094776730946,-0.09707427436583506,-0.051916935781249396,-0.0067101241847255,0.0278,-0.0515213993659458,-0.08739094629024366,-0.051817467691952834,-0.013950667147628352,0.0114,-0.055892087043977495,-0.0795312322220958,-0.05239078087375304,-0.04807071880242608,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.04134846921224622,0.041611747247737654,0.0029586156823512458,0.04154632099894984,0.08091002219787453,0.962,0.040740850754368646,-0.0016752219818659533,0.04016202562419885,0.08507873539427202,0.9428,0.04030836801298769,0.017231045849565474,0.04134846921224622,0.06300904977375565,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.023770209838321232,0.02424154603089788,-0.015472966305840774,0.024221862659503324,0.06381009571030358,0.846,0.02349517291638839,-0.017566843263004638,0.024446003950621742,0.06045003641240849,0.8412,0.02403211455480864,0.004781890738956962,0.023770209838321232,0.051328967642526924,1.0,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.01792225662194702,0.017947379764736093,-0.023379087181530048,0.01789686838525556,0.0583354320030996,0.7582,0.017540337628809216,-0.023744298245748217,0.016892568895663207,0.05985975679767949,0.7592,0.017525480428403444,0.010476878612716733,0.01753635585970914,0.025067750677506773,1.0,robust_path_safety_candidate
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,3m,0.017853457172342657,0.018009738296513797,-0.019344016516996215,0.01812588266731968,0.05527581662044708,0.7872,0.017226833857724513,-0.015497581724748433,0.01691020261267745,0.05043196008862307,0.8008,0.017778707845366795,0.009499451954694926,0.018338201882505678,0.025557822901682736,1.0,robust_path_safety_candidate
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.01719986240110083,-0.017084270958573653,-0.060297739141891155,-0.017230432303961707,0.02670012255148772,0.2638,-0.01762040858797347,-0.05916753045199064,-0.018028396626748655,0.024975077267790875,0.2476,-0.020701390717490744,-0.06891735267021304,-0.018812233285917523,0.018115942028985477,0.2376,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.01726866185070519,-0.016791088343603967,-0.05732874832732966,-0.016298058007319427,0.023233476923156984,0.2488,-0.01782907781173067,-0.06081432931063184,-0.018075187224123435,0.02539595636043891,0.2502,-0.01644828550560275,-0.033124346917450365,-0.01835771913031592,0.018128654970760216,0.1364,event_sample_fragile
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.017234262125902955,-0.017863553986523208,-0.061037783362513115,-0.01779372517017863,0.024023866467375164,0.2452,-0.018376415498214935,-0.06681079533986958,-0.018610031666199567,0.030408627184401398,0.2768,-0.0174047449637296,-0.0491777356103732,-0.017234262125902955,0.0034043626276636374,0.1138,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.08889662373825269,0.08900443188920694,0.044857854277638255,0.08935594948038389,0.1326112744837553,0.9996,0.08780508844115935,0.04227371273712734,0.08771462322955842,0.13377654661817492,0.9994,0.0881780529490829,0.05358838692172019,0.08889662373825269,0.13086628093860486,0.996,robust_path_safety_candidate
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.05318197454420359,0.05396990959389732,0.009537315449762052,0.05351804449568376,0.10052704996101225,0.9804,0.05184324186817894,0.002246725682479534,0.052309044537503124,0.09956995371214471,0.9574,0.05201821065416702,0.0168751240817947,0.05318197454420359,0.08202764976958532,0.9806,robust_path_safety_candidate
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.105125558995528,-0.10572111817283207,-0.1511476721842737,-0.10522737343524985,-0.06084650584650582,0.0,-0.10526080513593294,-0.14406394682234006,-0.1054363725240478,-0.06577202219458993,0.0,-0.11497637055664045,-0.1895488477766959,-0.105125558995528,-0.08944537815126052,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.09931200550395591,-0.09890430299306156,-0.14361961177120747,-0.09883720930232553,-0.05559990690784803,0.0,-0.09995760546248783,-0.13933699154248896,-0.09999999999999998,-0.061057196839573974,0.0,-0.10767006464719044,-0.16290983606557374,-0.09931200550395591,-0.08926553672316384,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.08761609907120738,-0.08783352259412296,-0.13043478260869568,-0.0870852595810151,-0.047125505402845526,0.0,-0.08818341796746475,-0.1262649799931873,-0.0880952579178928,-0.050953262546584076,0.0,-0.09484476134494396,-0.14690382081686426,-0.08761609907120738,-0.07936151079136688,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.0933608531131751,-0.09338834425565212,-0.142197688318462,-0.09334564459230604,-0.04621609982475323,0.0,-0.09374651709240979,-0.13708802308802304,-0.09339313938555766,-0.052281864454433134,0.0002,-0.09755332871563342,-0.14075630252100846,-0.0933608531131751,-0.061083918844240914,0.0,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.09339525283797734,-0.09345660805227264,-0.14081832973641215,-0.09344411565930555,-0.04780347210595821,0.0002,-0.09310925226023824,-0.13913837223300535,-0.09363761912175544,-0.047120103822557775,0.0004,-0.10305008877108021,-0.17797816801139066,-0.09339525283797734,-0.07006245120999222,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,-0.08747850017199865,-0.08689603709385035,-0.13669011019447247,-0.08740186643824638,-0.037493424004703825,0.0016,-0.08688204048290676,-0.12930123043026262,-0.08714249838559229,-0.04438629560384549,0.0002,-0.09262840394807702,-0.13272272158379794,-0.08747850017199865,-0.06271181170910667,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.041382868937048456,0.041639655703319935,0.0021221914517695296,0.04109001406469759,0.08324965371912858,0.9578,0.040709205223181874,-0.004342011767225648,0.04003971403882478,0.08713448629921004,0.9342,0.0410155563458977,0.01793920113114178,0.041382868937048456,0.060859728506787336,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.04141726866185069,0.041585958647963585,-5.847953216373773e-06,0.041183113370908186,0.08471364608171157,0.9496,0.04142638517430351,-0.0007526783033080349,0.04221796637764447,0.08059413783499579,0.9466,0.04161942820827845,0.016049382716049387,0.04141726866185069,0.06992337164750961,1.0,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.03563811489508084,0.03540122362712529,-0.011389564631130755,0.03523127118363584,0.08290607601996168,0.9,0.0353567163508416,-0.01417925376188604,0.03562596434558901,0.08331897782981845,0.8826,0.037859715736650035,0.021908271908271826,0.03679431504145281,0.053502144169899846,1.0,robust_path_safety_candidate
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,5m,0.00034399724802203213,0.0010195698757356475,-0.0413599398815501,0.000829072093180172,0.042661659094548866,0.5144,0.00033526109098810654,-0.04099001464518704,-0.0003661274620234689,0.04326905409481186,0.4924,0.0011489147746456283,-0.03251533742331281,0.00034399724802203213,0.02654342931626974,0.5896,event_sample_fragile
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.01719986240110083,-0.017686914765161196,-0.06275146838899848,-0.017467734287901104,0.027463288156069954,0.2582,-0.017506697767176976,-0.05891500232591723,-0.017879681708225625,0.024235365198711105,0.2444,-0.020469501575278663,-0.06891735267021304,-0.018812233285917523,0.02014336267126393,0.2376,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.005503955968352292,-0.005741154217567627,-0.0487715641290105,-0.00637340451511037,0.03859665491740964,0.4022,-0.0058186562239644106,-0.050214534882367115,-0.005833098479107235,0.03877032466388556,0.4146,-0.006580096240382358,-0.03267700041893595,-0.005503955968352292,0.018573113207547176,0.3368,event_sample_fragile
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.0054695562435500555,-0.005085817913205591,-0.04938344205226494,-0.005114146294134314,0.03978210426268039,0.4254,-0.0062590549733761965,-0.056692432408498736,-0.006043785560662707,0.04345680487594921,0.4228,-0.005861895418426821,-0.02515592515592524,-0.0054695562435500555,0.011544055266028419,0.2294,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.10073094326487986,0.10124292506696343,0.056748581929264276,0.1008662721283049,0.14741797466377482,1.0,0.10033924556903437,0.05326388888888892,0.10021831998780806,0.14726433234245637,0.9996,0.09931546063738411,0.054685895065532675,0.10073094326487986,0.13086628093860486,0.9964,robust_path_safety_candidate
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.06494668042655649,0.06437384347304428,0.018019923515215204,0.06362743222922179,0.11177195542551009,0.9902,0.06354069407199851,0.014771718026158294,0.06384616004123445,0.10949186530796677,0.9824,0.06229325481539281,0.016233766233766267,0.06494668042655649,0.0966950347204093,0.9754,robust_path_safety_candidate
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.0933608531131751,-0.09279602522592417,-0.14124849918025809,-0.09234983435640154,-0.04513100373665623,0.0008,-0.094058983540177,-0.13600759718007877,-0.09361664964983213,-0.053425748990968705,0.0,-0.10442719840222214,-0.18100183922968738,-0.09977760186965201,-0.07344537815126051,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08754729962160301,-0.0881166852594716,-0.13514693219444068,-0.08772514731293846,-0.042482284449830085,0.0004,-0.08816290030708494,-0.1305638396861919,-0.08839243928123341,-0.04558844346272763,0.0008,-0.09775258263612693,-0.14019524617996604,-0.09361645299145305,-0.07259887005649723,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.07585139318885448,-0.07580038435216752,-0.12015374820931397,-0.0756037195765219,-0.03215810156802448,0.003,-0.07683174034525715,-0.11453827373408824,-0.07692307692307693,-0.03643718035096338,0.0012,-0.0843902201656871,-0.13771089831281358,-0.08437404812671334,-0.062070145423438805,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08747850017199865,-0.08837182059582269,-0.13896379705476805,-0.08750942709949472,-0.03982434668298536,0.0012,-0.08753654112418223,-0.1317357412219253,-0.08717285323297985,-0.044609021558633416,0.0,-0.09178537417553659,-0.13361344537815134,-0.08747850017199865,-0.05731292517006803,0.0,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.09339525283797734,-0.09357849144318287,-0.1408286563684115,-0.09318837780376238,-0.04684101649420031,0.0002,-0.09312578117760864,-0.14135719020942125,-0.09293068632379625,-0.0460393783717057,0.0002,-0.10286229300139411,-0.17797816801139066,-0.09339525283797734,-0.07006245120999222,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,-0.08747850017199865,-0.087845133428968,-0.1387279537136061,-0.08720953883196136,-0.03918851596161372,0.0006,-0.08583074264380178,-0.12639610370115834,-0.08622328705138232,-0.04369192255095094,0.0,-0.09235100320785801,-0.13272272158379794,-0.08747850017199865,-0.06271181170910667,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.053147574819401466,0.053061088801263985,0.01139523214460928,0.0526579608316895,0.09701276438609424,0.982,0.05301995953114954,0.011187501729098694,0.053094880329991656,0.0966715977726439,0.9806,0.051572636884589636,0.01793920113114178,0.053147574819401466,0.08009049773755661,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.04729962160302714,0.046171721503689665,0.00346308814526198,0.045589882536419546,0.09108976539819688,0.96,0.04736596566843656,0.004591228004933668,0.0484246356832303,0.08649134496839937,0.9642,0.04668049271208421,0.016049382716049387,0.04729962160302714,0.07481589639410868,1.0,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.03563811489508084,0.03576308973959696,-0.010503191179359838,0.03558737946172502,0.08337537529443424,0.8968,0.03572987672739965,-0.012999943782971108,0.03624593954322897,0.0832558003618738,0.8822,0.03727411742767694,0.021908271908271826,0.03679431504145281,0.053502144169899846,1.0,robust_path_safety_candidate
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,15m,0.012108703130374932,0.011905600056787823,-0.03181390485754927,0.011725883934046444,0.056326545170663135,0.6678,0.012490026408532898,-0.029135769762269868,0.01209948525903326,0.05573815926392844,0.6778,0.013083337674383832,0.0,0.013188883655204875,0.02671826054910642,0.9022,event_sample_fragile
